AUTHOR_KEY,AFFILIATION_REGION,HINDEX_OA,CITATIONS_OA,WORKS_COUNT_OA
oa:A5025765246,Outside Africa,9,388,99
oa:A5039803287,Africa,9,248,62
oa:A5000930920,Africa,9,352,55
oa:A5077662377,Africa,9,406,70
oa:A5073386161,Africa,9,163,36
oa:A5041147674,Outside Africa,9,587,23
oa:A5054600849,Africa,9,756,24
oa:A5059489339,Africa,9,233,30
oa:A5000380990,Africa,9,367,37
oa:A5025048449,Outside Africa,9,250,61
oa:A5059090392,Africa,9,259,26
oa:A5079928393,Outside Africa,9,323,33
oa:A5110244144,Africa,9,346,34
oa:A5111826952,Africa,9,405,49
oa:A5079409392,Africa,9,249,38
oa:A5054850209,Africa,9,301,30
oa:A5025467443,Outside Africa,9,300,43
oa:A5051009565,Africa,9,294,43
oa:A5089917107,Outside Africa,9,660,24
oa:A5033112674,Africa,9,380,42
oa:A5072983698,Africa,9,650,40
oa:A5108729026,Africa,9,165,35
oa:A5092802842,Africa,9,298,64
oa:A5086863038,Africa,9,237,40
oa:A5051675425,Outside Africa,9,316,48
oa:A5011374373,Outside Africa,9,339,44
oa:A5092373711,Africa,9,289,72
oa:A5037855177,Outside Africa,9,746,26
oa:A5000502515,Africa,9,310,68
oa:A5006418875,Africa,9,365,28
oa:A5084173923,Africa,9,299,14
oa:A5029120183,Africa,9,266,55
oa:A5046142889,Outside Africa,9,327,27
oa:A5101606191,Outside Africa,9,240,35
oa:A5073561977,Outside Africa,9,205,28
oa:A5046328128,Outside Africa,9,472,30
oa:A5077705733,Outside Africa,9,473,16
oa:A5006770423,Africa,9,349,51
oa:A5046801138,Africa,9,261,12
oa:A5036035883,Africa,9,464,32
oa:A5036021752,Outside Africa,9,297,21
oa:A5069452578,Outside Africa,9,233,48
oa:A5039831182,Africa,9,386,20
oa:A5010687654,Africa,9,377,39
oa:A5111889167,Outside Africa,9,408,79
oa:A5077499050,Africa,9,394,84
oa:A5002415059,Outside Africa,9,459,13
oa:A5050271091,Africa,9,290,122
oa:A5069011854,Outside Africa,9,222,18
oa:A5066189581,Africa,9,495,33
oa:A5022718239,Outside Africa,9,287,36
oa:A5082969808,Outside Africa,9,620,24
oa:A5065478290,Outside Africa,9,368,86
oa:A5054689886,Outside Africa,9,381,31
oa:A5011145738,Africa,9,239,55
oa:A5056520942,Outside Africa,9,279,46
oa:A5013769945,Africa,9,199,18
oa:A5080692813,Africa,9,553,54
oa:A5073907093,Outside Africa,9,1026,21
oa:A5033706450,Outside Africa,9,423,35
oa:A5053204715,Africa,9,223,20
oa:A5112919598,Africa,9,386,42
oa:A5088649053,Africa,9,609,52
oa:A5017460132,Africa,9,227,29
oa:A5001584330,Africa,9,378,97
oa:A5077957039,Africa,9,303,16
oa:A5083748741,Outside Africa,9,344,25
oa:A5044485482,Africa,9,383,44
oa:A5041510500,Outside Africa,9,345,16
oa:A5077775113,Outside Africa,9,261,37
oa:A5074398007,Africa,9,234,37
oa:A5111895135,Africa,9,249,56
oa:A5019170503,Africa,9,195,36
oa:A5009609712,Africa,9,253,22
oa:A5030873926,Africa,9,602,29
oa:A5032476008,Outside Africa,9,394,56
oa:A5068464834,Africa,9,261,91
oa:A5038903664,Africa,9,272,16
oa:A5030144256,Africa,9,432,48
oa:A5111367732,Africa,9,260,38
oa:A5020223159,Outside Africa,9,1011,23
oa:A5007167025,Outside Africa,9,421,16
oa:A5083739808,Africa,9,341,31
oa:A5091654869,Outside Africa,9,162,23
oa:A5069698763,Outside Africa,9,355,22
oa:A5093755313,Outside Africa,9,242,30
oa:A5004059421,Outside Africa,9,282,44
oa:A5101932940,Outside Africa,9,342,84
oa:A5049061029,Africa,9,263,30
oa:A5003890079,Outside Africa,9,211,22
oa:A5074419358,Africa,9,719,22
oa:A5032476008,Africa,9,394,56
oa:A5041718445,Africa,9,277,41
oa:A5086317770,Outside Africa,9,2829,48
oa:A5017281956,Outside Africa,8,385,12
oa:A5015012997,Africa,8,218,54
oa:A5092893993,Africa,8,238,24
oa:A5002879031,Outside Africa,8,178,26
oa:A5034925063,Africa,8,293,48
oa:A5091418537,Africa,8,201,39
oa:A5088268022,Africa,8,321,36
oa:A5103025775,Outside Africa,8,190,36
oa:A5033138787,Africa,8,294,124
oa:A5055926370,Outside Africa,8,222,19
oa:A5051338823,Africa,8,258,76
oa:A5019249587,Africa,8,205,15
oa:A5080028788,Outside Africa,8,459,25
oa:A5072688521,Africa,8,183,65
oa:A5065548069,Africa,8,171,31
oa:A5023832487,Africa,8,224,23
oa:A5083138497,Outside Africa,8,201,26
oa:A5014243404,Africa,8,277,37
oa:A5007787353,Africa,8,647,15
oa:A5038845085,Outside Africa,8,404,14
oa:A5057053195,Africa,8,189,27
oa:A5061404184,Outside Africa,8,249,78
oa:A5069096117,Africa,8,211,41
oa:A5046484138,Africa,8,220,15
oa:A5085222253,Africa,8,259,22
oa:A5052257341,Africa,8,727,14
oa:A5018233414,Africa,8,432,38
oa:A5011697845,Africa,8,233,53
oa:A5043436786,Africa,8,243,272
oa:A5092802843,Africa,8,198,48
oa:A5017811444,Outside Africa,8,226,31
oa:A5023511417,Outside Africa,8,131,19
oa:A5037411400,Outside Africa,8,533,9
oa:A5023446247,Outside Africa,8,245,52
oa:A5016105927,Africa,8,218,29
oa:A5071479102,Outside Africa,8,216,19
oa:A5060428505,Outside Africa,8,287,67
oa:A5016900078,Africa,8,169,26
oa:A5034962710,Africa,8,163,29
oa:A5048931870,Africa,8,408,167
oa:A5102580507,Outside Africa,8,220,29
oa:A5002369580,Africa,8,153,33
oa:A5008646756,Africa,8,236,60
oa:A5050749609,Africa,8,261,55
oa:A5053087799,Africa,8,224,41
oa:A5040641310,Africa,8,159,14
oa:A5056327462,Outside Africa,8,534,20
oa:A5017157030,Africa,8,168,50
oa:A5033132546,Outside Africa,8,159,16
oa:A5055259389,Africa,8,302,54
oa:A5037731231,Outside Africa,8,389,25
oa:A5085678217,Africa,8,153,17
oa:A5114077031,Outside Africa,8,200,49
oa:A5054191937,Africa,8,329,25
oa:A5075096913,Outside Africa,8,239,19
oa:A5057395597,Africa,8,305,22
oa:A5053505968,Africa,8,260,17
oa:A5067197579,Outside Africa,8,341,30
oa:A5001886879,Outside Africa,8,263,28
oa:A5082743781,Africa,8,219,47
oa:A5082659798,Africa,8,203,46
oa:A5047837483,Africa,8,239,28
oa:A5030532850,Africa,8,378,26
oa:A5101475016,Outside Africa,8,885,18
oa:A5068930470,Outside Africa,8,786,14
oa:A5007033466,Africa,8,233,81
oa:A5024467350,Africa,8,424,9
oa:A5071225409,Outside Africa,8,307,37
oa:A5080323545,Africa,8,232,21
oa:A5104036623,Africa,8,2154,29
oa:A5059788138,Outside Africa,8,261,46
oa:A5087657491,Outside Africa,8,275,23
oa:A5060444121,Africa,8,257,38
oa:A5044029540,Outside Africa,8,389,21
oa:A5063912941,Africa,8,141,29
oa:A5053184417,Outside Africa,8,418,23
oa:A5061983099,Africa,8,283,19
oa:A5024777480,Africa,8,260,44
oa:A5071147257,Outside Africa,8,246,83
oa:A5058284531,Africa,8,196,20
oa:A5053239526,Africa,8,463,33
oa:A5037146736,Outside Africa,8,260,23
oa:A5056470611,Africa,8,203,68
oa:A5102241044,Africa,8,198,41
oa:A5021149060,Africa,8,148,45
oa:A5103433355,Outside Africa,8,167,16
oa:A5046515070,Africa,8,174,16
oa:A5085516533,Outside Africa,8,166,53
oa:A5011468679,Outside Africa,8,205,26
oa:A5006487374,Outside Africa,8,668,30
oa:A5059472913,Outside Africa,8,132,18
oa:A5078523542,Africa,8,320,44
oa:A5042016072,Outside Africa,8,294,16
oa:A5033990761,Africa,8,204,27
oa:A5076523384,Outside Africa,8,167,20
oa:A5087459930,Outside Africa,8,190,18
oa:A5109977380,Africa,8,333,35
oa:A5101713829,Outside Africa,8,640,25
oa:A5007374182,Africa,8,161,27
oa:A5081202497,Outside Africa,8,201,52
oa:A5031460021,Africa,8,322,13
oa:A5091216658,Outside Africa,8,259,26
oa:A5011813721,Outside Africa,8,395,17
oa:A5034035493,Africa,8,198,35
oa:A5050362424,Outside Africa,8,343,33
oa:A5108946807,Outside Africa,8,236,20
oa:A5067828820,Outside Africa,8,296,21
oa:A5076999870,Africa,8,274,50
oa:A5015934437,Africa,8,211,39
oa:A5014137366,Outside Africa,8,235,36
oa:A5077341496,Africa,8,300,16
oa:A5102721355,Outside Africa,8,356,26
oa:A5001706508,Africa,8,237,27
oa:A5061531114,Outside Africa,8,166,47
oa:A5016924854,Africa,8,367,37
oa:A5103787080,Outside Africa,8,170,17
oa:A5082943787,Outside Africa,8,186,25
oa:A5065744244,Africa,8,354,65
oa:A5076145757,Africa,8,375,52
oa:A5032582645,Africa,8,203,24
oa:A5015321034,Africa,8,280,25
oa:A5008290771,Outside Africa,8,207,66
oa:A5068129153,Outside Africa,8,196,49
oa:A5020684065,Africa,8,263,76
oa:A5100399746,Outside Africa,8,260,45
oa:A5037933198,Africa,8,151,24
oa:A5018030294,Africa,8,258,158
oa:A5083873296,Africa,8,163,21
oa:A5087550285,Africa,8,140,44
oa:A5053713996,Africa,8,188,23
oa:A5077787899,Africa,8,308,41
oa:A5040859203,Africa,8,242,27
oa:A5038684630,Outside Africa,8,267,16
oa:A5093527492,Outside Africa,8,261,28
oa:A5079330586,Outside Africa,8,136,16
oa:A5094186327,Africa,8,319,9
oa:A5030015140,Africa,8,222,42
oa:A5077648246,Africa,8,194,57
oa:A5036976741,Outside Africa,8,395,20
oa:A5060195487,Outside Africa,8,305,14
oa:A5074531725,Outside Africa,8,1323,12
oa:A5062553753,Africa,8,180,31
oa:A5037361871,Outside Africa,8,201,18
oa:A5004370876,Africa,8,412,11
oa:A5103985857,Africa,8,246,26
oa:A5020673535,Outside Africa,8,243,26
oa:A5103106350,Outside Africa,8,150,27
oa:A5009098438,Outside Africa,8,751,40
oa:A5027921839,Africa,8,269,52
oa:A5008205763,Africa,8,203,34
oa:A5100612159,Outside Africa,8,199,47
oa:A5103110800,Outside Africa,8,551,14
oa:A5069028761,Outside Africa,8,365,35
oa:A5067389851,Outside Africa,8,189,24
oa:A5079751409,Africa,8,208,15
oa:A5006181985,Outside Africa,8,173,44
oa:A5075022349,Africa,8,480,43
oa:A5088473730,Outside Africa,8,589,58
oa:A5026319488,Africa,8,123,14
oa:A5031429382,Africa,8,147,18
oa:A5038759584,Africa,8,313,24
oa:A5040810157,Outside Africa,8,611,54
oa:A5051647145,Outside Africa,8,144,13
oa:A5109952496,Africa,8,330,52
oa:A5024596637,Africa,8,236,28
oa:A5057338017,Africa,8,766,31
oa:A5061007646,Outside Africa,8,285,56
oa:A5052549429,Outside Africa,8,243,13
oa:A5077481766,Africa,8,117,13
oa:A5112222777,Outside Africa,8,279,12
oa:A5091327058,Africa,7,324,12
oa:A5047278065,Africa,7,177,28
oa:A5039487029,Africa,7,269,7
oa:A5079955108,Outside Africa,7,202,15
oa:A5038362511,Africa,7,133,35
oa:A5085492753,Africa,7,137,21
oa:A5005233071,Outside Africa,7,185,14
oa:A5067575136,Africa,7,296,24
oa:A5079581182,Outside Africa,7,159,22
oa:A5045506715,Outside Africa,7,169,19
oa:A5074098581,Africa,7,150,19
oa:A5005905566,Africa,7,233,40
oa:A5006959871,Africa,7,229,13
oa:A5085147824,Africa,7,320,13
oa:A5072359636,Africa,7,231,33
oa:A5034060932,Africa,7,129,43
oa:A5089181469,Africa,7,205,56
oa:A5086836283,Africa,7,545,15
oa:A5040624825,Africa,7,103,22
oa:A5045039485,Africa,7,272,19
oa:A5020841395,Africa,7,163,57
oa:A5024265492,Outside Africa,7,305,31
oa:A5037428374,Outside Africa,7,239,12
oa:A5053939824,Africa,7,116,19
oa:A5087306694,Africa,7,222,29
oa:A5090475575,Outside Africa,7,156,26
oa:A5114087707,Outside Africa,7,164,14
oa:A5017994922,Outside Africa,7,160,26
oa:A5007548979,Outside Africa,7,717,28
oa:A5089432253,Africa,7,280,19
oa:A5090573709,Outside Africa,7,173,15
oa:A5080404719,Outside Africa,7,196,45
oa:A5045449252,Outside Africa,7,351,17
oa:A5059321669,Africa,7,221,37
oa:A5061745535,Africa,7,233,14
oa:A5054738958,Africa,7,243,31
oa:A5088101459,Africa,7,166,20
oa:A5079463224,Africa,7,180,24
oa:A5006325637,Africa,7,172,23
oa:A5055960262,Africa,7,168,47
oa:A5095780559,Africa,7,109,33
oa:A5114366021,Africa,7,188,13
oa:A5049814434,Outside Africa,7,151,29
oa:A5101481672,Africa,7,193,13
oa:A5026481379,Africa,7,169,65
oa:A5043912347,Outside Africa,7,470,30
oa:A5101596572,Africa,7,497,17
oa:A5101616617,Outside Africa,7,318,37
oa:A5091524870,Africa,7,140,67
oa:A5071734028,Africa,7,299,27
oa:A5067920618,Africa,7,132,21
oa:A5036615160,Outside Africa,7,186,32
oa:A5112855881,Outside Africa,7,266,13
oa:A5052902237,Africa,7,204,42
oa:A5040390334,Africa,7,189,13
oa:A5001286352,Africa,7,191,44
oa:A5100897811,Africa,7,150,25
oa:A5102775168,Africa,7,155,35
oa:A5083193928,Africa,7,202,97
oa:A5092176110,Outside Africa,7,143,22
oa:A5076899411,Outside Africa,7,111,9
oa:A5021085037,Outside Africa,7,270,8
oa:A5021119831,Africa,7,687,22
oa:A5060146894,Outside Africa,7,228,33
oa:A5007714561,Africa,7,283,17
oa:A5112535902,Africa,7,126,28
oa:A5017089190,Outside Africa,7,104,24
oa:A5034037123,Outside Africa,7,186,67
oa:A5024933664,Africa,7,149,35
oa:A5031484537,Outside Africa,7,277,30
oa:A5050036891,Africa,7,184,31
oa:A5053285113,Africa,7,282,17
oa:A5012031761,Outside Africa,7,140,33
oa:A5070777640,Outside Africa,7,209,23
oa:A5020627910,Africa,7,180,33
oa:A5062231244,Africa,7,193,34
oa:A5090489938,Africa,7,173,58
oa:A5071118118,Outside Africa,7,244,22
oa:A5039237980,Africa,7,131,27
oa:A5024474561,Outside Africa,7,185,21
oa:A5011893112,Outside Africa,7,406,20
oa:A5109506637,Outside Africa,7,611,50
oa:A5038648175,Outside Africa,7,164,40
oa:A5081374646,Outside Africa,7,131,23
oa:A5024461996,Outside Africa,7,241,12
oa:A5008246433,Outside Africa,7,225,21
oa:A5100343435,Outside Africa,7,152,20
oa:A5072428663,Outside Africa,7,121,24
oa:A5100368224,Outside Africa,7,700,18
oa:A5003535986,Africa,7,379,17
oa:A5021786030,Outside Africa,7,258,23
oa:A5076594613,Africa,7,379,32
oa:A5036927529,Outside Africa,7,127,16
oa:A5055820027,Africa,7,219,17
oa:A5031392186,Outside Africa,7,88,9
oa:A5044544412,Africa,7,163,24
oa:A5029064343,Africa,7,122,65
oa:A5100738185,Outside Africa,7,315,19
oa:A5087545885,Africa,7,187,17
oa:A5078697534,Africa,7,248,33
oa:A5092954879,Africa,7,179,50
oa:A5016128180,Outside Africa,7,157,36
oa:A5009281828,Outside Africa,7,217,36
oa:A5100743820,Outside Africa,7,1951,42
oa:A5044912112,Outside Africa,7,185,27
oa:A5026182826,Outside Africa,7,148,17
oa:A5065575966,Outside Africa,7,417,13
oa:A5052285075,Outside Africa,7,260,23
oa:A5048842330,Africa,7,192,63
oa:A5020165441,Outside Africa,7,273,20
oa:A5078338337,Africa,7,379,10
oa:A5054076558,Outside Africa,7,275,34
oa:A5019165750,Outside Africa,7,175,16
oa:A5061597107,Africa,7,167,94
oa:A5102983819,Africa,7,163,24
oa:A5028461527,Africa,7,165,20
oa:A5028259130,Africa,7,240,10
oa:A5093692653,Outside Africa,7,258,14
oa:A5058952543,Africa,7,229,19
oa:A5059953817,Africa,7,320,16
oa:A5087780108,Africa,7,227,17
oa:A5086994388,Africa,7,134,28
oa:A5003706675,Outside Africa,7,201,44
oa:A5017990957,Outside Africa,7,222,64
oa:A5102017412,Outside Africa,7,182,61
oa:A5093129038,Africa,7,150,41
oa:A5040517143,Outside Africa,7,140,23
oa:A5056794813,Africa,7,171,31
oa:A5074567647,Africa,7,281,35
oa:A5021299865,Africa,7,160,8
oa:A5076970771,Africa,7,315,26
oa:A5056454055,Outside Africa,7,172,42
oa:A5004522042,Africa,7,175,59
oa:A5023852250,Africa,7,187,29
oa:A5028320134,Africa,7,115,26
oa:A5034209769,Africa,7,176,19
oa:A5013658956,Outside Africa,7,238,42
oa:A5017883210,Africa,7,122,19
oa:A5064483226,Outside Africa,7,255,17
oa:A5085980898,Africa,7,136,36
oa:A5070143609,Outside Africa,7,273,17
oa:A5058623882,Africa,7,180,27
oa:A5002624072,Outside Africa,7,345,30
oa:A5076335266,Africa,7,105,26
oa:A5039630034,Africa,7,110,41
oa:A5009043047,Africa,7,180,31
oa:A5090717030,Outside Africa,7,348,39
oa:A5101562628,Africa,7,129,17
oa:A5023235906,Africa,7,273,25
oa:A5051926710,Africa,7,326,15
oa:A5024242434,Africa,7,219,18
oa:A5067060710,Africa,7,422,27
oa:A5044377740,Outside Africa,7,158,16
oa:A5026591909,Africa,7,226,21
oa:A5047331498,Outside Africa,7,184,14
oa:A5005025664,Africa,7,154,42
oa:A5063748381,Africa,7,263,30
oa:A5045367793,Outside Africa,7,183,40
oa:A5064930603,Africa,7,292,30
oa:A5026864687,Outside Africa,7,271,28
oa:A5053676945,Africa,7,364,12
oa:A5060525847,Africa,7,154,27
oa:A5078437471,Africa,7,210,24
oa:A5055017832,Outside Africa,7,140,44
oa:A5002064584,Africa,7,407,19
oa:A5018798153,Africa,7,122,12
oa:A5082202955,Outside Africa,7,226,19
oa:A5003119595,Outside Africa,7,179,43
oa:A5068823629,Outside Africa,7,104,13
oa:A5022384353,Outside Africa,7,155,16
oa:A5076282021,Africa,7,514,23
oa:A5029158397,Africa,7,140,25
oa:A5037579255,Africa,7,323,24
oa:A5090165353,Africa,7,145,45
oa:A5065918645,Outside Africa,7,131,25
oa:A5067947090,Outside Africa,7,110,29
oa:A5064278848,Outside Africa,7,155,22
oa:A5088647539,Africa,7,169,35
oa:A5048136488,Outside Africa,7,287,29
oa:A5027172891,Africa,7,173,27
oa:A5000873114,Africa,7,163,22
oa:A5068304421,Outside Africa,7,581,16
oa:A5035339970,Africa,7,190,20
oa:A5078311146,Africa,7,108,14
oa:A5023298101,Africa,7,160,19
oa:A5010200341,Outside Africa,7,207,43
oa:A5014256822,Africa,7,212,40
oa:A5086288847,Africa,7,127,27
oa:A5012997021,Africa,7,312,23
oa:A5037753903,Africa,7,211,29
oa:A5113048128,Outside Africa,7,182,35
oa:A5049493052,Outside Africa,7,165,53
oa:A5047410203,Africa,7,102,27
oa:A5011653652,Africa,7,167,34
oa:A5045156336,Africa,7,287,18
oa:A5093248146,Africa,7,228,12
oa:A5010924377,Outside Africa,7,114,24
oa:A5101818222,Outside Africa,7,247,16
oa:A5029427435,Africa,7,423,29
oa:A5041319543,Africa,7,242,12
oa:A5109643955,Africa,7,170,98
oa:A5046820322,Outside Africa,7,222,67
oa:A5034405925,Africa,7,168,14
oa:A5023418278,Outside Africa,7,326,13
oa:A5109424612,Africa,7,266,19
oa:A5059706460,Africa,6,138,22
oa:A5107154291,Africa,6,117,18
oa:A5103205512,Outside Africa,6,101,24
oa:A5071952422,Outside Africa,6,147,52
oa:A5040236065,Outside Africa,6,195,17
oa:A5019312891,Africa,6,70,14
oa:A5093206224,Outside Africa,6,135,8
oa:A5103192251,Outside Africa,6,261,20
oa:A5021598364,Africa,6,105,27
oa:A5110428989,Africa,6,99,15
oa:A5029829573,Outside Africa,6,95,29
oa:A5043304461,Africa,6,122,22
oa:A5101658565,Outside Africa,6,181,17
oa:A5069676179,Outside Africa,6,142,19
oa:A5056528450,Outside Africa,6,191,12
oa:A5091159146,Africa,6,77,15
oa:A5004183276,Africa,6,163,13
oa:A5010413833,Outside Africa,6,121,18
oa:A5095776128,Africa,6,111,33
oa:A5073463586,Africa,6,135,29
oa:A5101129944,Outside Africa,6,211,86
oa:A5027765021,Outside Africa,6,1402,14
oa:A5020682685,Outside Africa,6,919,7
oa:A5023297231,Africa,6,210,22
oa:A5092008419,Africa,6,106,34
oa:A5020514849,Africa,6,270,30
oa:A5077120372,Africa,6,264,27
oa:A5092610024,Africa,6,95,13
oa:A5002976894,Africa,6,111,18
oa:A5065722432,Africa,6,92,24
oa:A5025124743,Outside Africa,6,148,14
oa:A5010327298,Africa,6,95,20
oa:A5042313724,Africa,6,120,11
oa:A5045700817,Outside Africa,6,128,23
oa:A5094056734,Outside Africa,6,117,8
oa:A5075548203,Africa,6,120,13
oa:A5115596847,Africa,6,218,16
oa:A5061835134,Africa,6,190,10
oa:A5022212964,Outside Africa,6,135,13
oa:A5023942343,Outside Africa,6,127,40
oa:A5102825806,Outside Africa,6,233,13
oa:A5049026195,Africa,6,175,13
oa:A5073237370,Africa,6,173,18
oa:A5086381594,Africa,6,226,21
oa:A5101991500,Outside Africa,6,166,16
oa:A5016386529,Outside Africa,6,337,38
oa:A5101527271,Africa,6,384,24
oa:A5082644952,Africa,6,105,26
oa:A5074900206,Outside Africa,6,214,15
oa:A5095776130,Africa,6,121,56
oa:A5056149164,Africa,6,351,10
oa:A5026149377,Outside Africa,6,476,16
oa:A5019180170,Africa,6,82,23
oa:A5039163639,Africa,6,115,10
oa:A5030186848,Africa,6,64,17
oa:A5054827371,Africa,6,93,20
oa:A5012897145,Outside Africa,6,141,15
oa:A5013566977,Outside Africa,6,232,19
oa:A5064928654,Africa,6,99,8
oa:A5060436502,Outside Africa,6,103,16
oa:A5016414402,Africa,6,250,15
oa:A5016043985,Africa,6,124,40
oa:A5087251660,Africa,6,147,40
oa:A5073408697,Outside Africa,6,269,12
oa:A5012641608,Africa,6,131,58
oa:A5086039158,Africa,6,129,38
oa:A5038881628,Africa,6,92,29
oa:A5109748706,Africa,6,107,12
oa:A5000695389,Africa,6,185,7
oa:A5005166061,Africa,6,145,24
oa:A5036494295,Africa,6,114,16
oa:A5097355824,Africa,6,76,9
oa:A5060329699,Africa,6,169,12
oa:A5068292415,Outside Africa,6,159,35
oa:A5002930196,Outside Africa,6,173,26
oa:A5007178220,Africa,6,222,48
oa:A5013861293,Africa,6,195,26
oa:A5035278107,Africa,6,113,24
oa:A5010328357,Africa,6,124,11
oa:A5003514203,Africa,6,98,21
oa:A5068979228,Africa,6,136,19
oa:A5027030595,Africa,6,174,37
oa:A5026685674,Africa,6,99,43
oa:A5061445833,Africa,6,86,22
oa:A5077519297,Africa,6,130,24
oa:A5035188822,Africa,6,220,31
oa:A5023394499,Africa,6,171,38
oa:A5092008419,Outside Africa,6,106,34
oa:A5068577161,Outside Africa,6,109,31
oa:A5077883596,Outside Africa,6,100,26
oa:A5021893767,Outside Africa,6,229,26
oa:A5039810215,Africa,6,124,30
oa:A5069219188,Africa,6,89,29
oa:A5092006455,Africa,6,120,28
oa:A5101264781,Outside Africa,6,343,19
oa:A5050662413,Outside Africa,6,633,10
oa:A5075186355,Africa,6,100,16
oa:A5101920317,Outside Africa,6,149,25
oa:A5033830336,Outside Africa,6,121,47
oa:A5057643803,Africa,6,73,26
oa:A5080156918,Africa,6,461,22
oa:A5099103541,Outside Africa,6,110,22
oa:A5114910421,Outside Africa,6,168,11
oa:A5082804716,Africa,6,185,27
oa:A5011344104,Outside Africa,6,190,17
oa:A5103043855,Outside Africa,6,131,17
oa:A5061058104,Outside Africa,6,84,17
oa:A5034378865,Outside Africa,6,308,13
oa:A5089149978,Africa,6,350,30
oa:A5030875877,Africa,6,161,8
oa:A5065973744,Africa,6,85,28
oa:A5062936166,Africa,6,100,16
oa:A5071762093,Africa,6,83,21
oa:A5077764008,Africa,6,163,34
oa:A5069462212,Africa,6,119,34
oa:A5083115424,Africa,6,841,6
oa:A5008340488,Outside Africa,6,447,25
oa:A5064389056,Outside Africa,6,292,28
oa:A5000236728,Africa,6,111,21
oa:A5028802882,Outside Africa,6,98,23
oa:A5009367371,Africa,6,340,19
oa:A5016614490,Africa,6,88,14
oa:A5110771360,Africa,6,114,21
oa:A5062335941,Africa,6,106,21
oa:A5113928194,Africa,6,153,14
oa:A5056504562,Africa,6,113,39
oa:A5019488052,Africa,6,120,31
oa:A5036792256,Africa,6,126,19
oa:A5052581834,Outside Africa,6,136,9
oa:A5014332568,Africa,6,241,15
oa:A5020293470,Africa,6,112,31
oa:A5040288065,Africa,6,163,20
oa:A5028319630,Outside Africa,6,757,22
oa:A5025124743,Africa,6,148,14
oa:A5071548477,Africa,6,155,23
oa:A5067272973,Africa,6,136,10
oa:A5030927253,Africa,6,131,47
oa:A5034196864,Africa,6,97,12
oa:A5068030768,Outside Africa,6,131,21
oa:A5103954222,Outside Africa,6,134,26
oa:A5022656426,Outside Africa,6,122,46
oa:A5067777964,Outside Africa,6,205,16
oa:A5068069540,Africa,6,178,15
oa:A5036297003,Africa,6,198,17
oa:A5109435785,Africa,6,159,163
oa:A5051948786,Outside Africa,6,411,12
oa:A5054013407,Africa,6,91,16
oa:A5000615116,Africa,6,399,26
oa:A5073242328,Africa,6,125,27
oa:A5062174180,Africa,6,160,14
oa:A5103027130,Africa,6,84,17
oa:A5072792356,Outside Africa,6,408,35
oa:A5010039606,Africa,6,183,14
oa:A5068589144,Outside Africa,6,153,27
oa:A5028254833,Outside Africa,6,179,22
oa:A5092831562,Outside Africa,6,158,13
oa:A5014790882,Outside Africa,6,133,48
oa:A5000911382,Outside Africa,6,186,38
oa:A5089726481,Outside Africa,6,182,18
oa:A5053888224,Africa,6,149,30
oa:A5040397475,Africa,6,140,16
oa:A5008510273,Outside Africa,6,158,18
oa:A5075052115,Africa,6,154,22
oa:A5091636424,Africa,6,143,19
oa:A5035555814,Outside Africa,6,84,11
oa:A5020446026,Africa,6,248,16
oa:A5102907849,Africa,6,73,10
oa:A5038638825,Africa,6,153,23
oa:A5020048625,Africa,6,207,45
oa:A5025378481,Africa,6,89,9
oa:A5101483541,Outside Africa,6,128,19
oa:A5023595363,Africa,6,154,23
oa:A5017863644,Outside Africa,6,224,6
oa:A5041963398,Outside Africa,6,259,11
oa:A5007010291,Outside Africa,6,80,20
oa:A5086171432,Outside Africa,6,185,18
oa:A5012572638,Outside Africa,6,307,13
oa:A5064069205,Africa,6,136,24
oa:A5007005514,Outside Africa,6,121,13
oa:A5063189101,Outside Africa,6,124,22
oa:A5064811143,Africa,6,155,10
oa:A5101740797,Africa,6,137,30
oa:A5059360579,Africa,6,132,17
oa:A5034456873,Outside Africa,6,136,20
oa:A5019999633,Outside Africa,6,249,15
oa:A5089174252,Outside Africa,6,102,37
oa:A5004064280,Africa,6,104,17
oa:A5055670163,Africa,6,662,21
oa:A5009189690,Outside Africa,6,344,33
oa:A5103200832,Africa,6,140,11
oa:A5055055932,Outside Africa,6,182,13
oa:A5087448476,Africa,6,143,44
oa:A5030707721,Outside Africa,6,119,27
oa:A5068178777,Outside Africa,6,124,24
oa:A5064136447,Outside Africa,6,170,35
oa:A5086132444,Africa,6,138,24
oa:A5101814716,Outside Africa,6,239,15
oa:A5043951064,Africa,6,99,12
oa:A5077731511,Outside Africa,6,133,23
oa:A5006688947,Outside Africa,6,179,22
oa:A5026774876,Africa,6,162,29
oa:A5038926250,Africa,6,175,17
oa:A5048446498,Africa,6,268,21
oa:A5076574050,Africa,6,125,65
oa:A5017101202,Outside Africa,6,125,38
oa:A5037878885,Outside Africa,6,95,15
oa:A5011064632,Outside Africa,6,136,16
oa:A5053907900,Africa,6,121,12
oa:A5090795526,Outside Africa,6,151,16
oa:A5109739438,Africa,6,166,26
oa:A5052888276,Africa,6,125,60
oa:A5090872540,Africa,6,103,15
oa:A5004931311,Africa,6,97,13
oa:A5017413618,Africa,6,233,15
oa:A5103128855,Outside Africa,6,114,45
oa:A5011401096,Outside Africa,6,162,40
oa:A5083187100,Africa,6,195,16
oa:A5034599914,Outside Africa,6,101,25
oa:A5056614992,Africa,6,117,13
