AUTHOR_KEY,AFFILIATION_REGION,HINDEX_OA,CITATIONS_OA,WORKS_COUNT_OA
oa:A5087528753,Africa,6,136,28
oa:A5050051445,Outside Africa,6,180,16
oa:A5068609968,Outside Africa,6,140,59
oa:A5038864002,Outside Africa,5,103,17
oa:A5058118943,Africa,5,72,14
oa:A5060829393,Africa,5,60,14
oa:A5102925275,Africa,5,389,8
oa:A5029034652,Outside Africa,5,105,49
oa:A5009077231,Outside Africa,5,84,22
oa:A5113168107,Africa,5,58,22
oa:A5041031633,Africa,5,99,20
oa:A5061386663,Africa,5,156,9
oa:A5051135014,Africa,5,72,36
oa:A5028144644,Africa,5,139,14
oa:A5106606587,Africa,5,109,6
oa:A5104075793,Africa,5,100,48
oa:A5030681697,Africa,5,73,24
oa:A5067460170,Africa,5,144,26
oa:A5020613262,Africa,5,104,9
oa:A5069596326,Africa,5,70,17
oa:A5015512011,Outside Africa,5,111,24
oa:A5113675398,Outside Africa,5,97,15
oa:A5079255104,Africa,5,81,15
oa:A5107926976,Africa,5,231,18
oa:A5008895532,Africa,5,87,14
oa:A5023698077,Africa,5,64,14
oa:A5022700854,Africa,5,138,27
oa:A5114158895,Africa,5,72,21
oa:A5038802472,Africa,5,69,13
oa:A5014435463,Africa,5,43,19
oa:A5014188523,Africa,5,126,27
oa:A5018506354,Africa,5,133,24
oa:A5004617986,Outside Africa,5,76,23
oa:A5059356314,Outside Africa,5,82,9
oa:A5025842209,Outside Africa,5,62,11
oa:A5074747160,Africa,5,99,10
oa:A5047427183,Outside Africa,5,122,24
oa:A5001487245,Africa,5,90,59
oa:A5036970988,Africa,5,109,38
oa:A5027996956,Africa,5,99,41
oa:A5070235870,Outside Africa,5,133,12
oa:A5007543271,Outside Africa,5,91,33
oa:A5013135434,Africa,5,92,34
oa:A5112372982,Outside Africa,5,99,6
oa:A5021594788,Outside Africa,5,59,20
oa:A5010753337,Africa,5,83,11
oa:A5104432367,Outside Africa,5,52,10
oa:A5088961055,Africa,5,44,12
oa:A5041524013,Africa,5,79,10
oa:A5046689817,Africa,5,144,15
oa:A5059245108,Africa,5,137,18
oa:A5075724129,Africa,5,128,35
oa:A5078589691,Outside Africa,5,112,14
oa:A5077987943,Africa,5,175,9
oa:A5078711884,Outside Africa,5,83,23
oa:A5106682808,Outside Africa,5,68,15
oa:A5104249475,Outside Africa,5,47,8
oa:A5102397159,Africa,5,99,41
oa:A5058095362,Africa,5,115,11
oa:A5062303255,Africa,5,170,18
oa:A5009038831,Africa,5,92,61
oa:A5035285317,Outside Africa,5,101,5
oa:A5019415940,Africa,5,50,20
oa:A5062374256,Africa,5,104,19
oa:A5042946350,Africa,5,71,13
oa:A5052608698,Outside Africa,5,80,41
oa:A5027946686,Africa,5,58,12
oa:A5112224546,Outside Africa,5,109,15
oa:A5096612424,Outside Africa,5,56,19
oa:A5073765553,Africa,5,150,14
oa:A5032201681,Outside Africa,5,75,8
oa:A5072222633,Africa,5,51,11
oa:A5044254480,Outside Africa,5,124,14
oa:A5044161140,Africa,5,66,20
oa:A5102900347,Africa,5,154,22
oa:A5047149230,Outside Africa,5,85,33
oa:A5085711773,Africa,5,110,40
oa:A5027269382,Africa,5,138,25
oa:A5023164845,Africa,5,88,26
oa:A5110296800,Africa,5,107,50
oa:A5021542309,Africa,5,98,19
oa:A5002482162,Outside Africa,5,163,37
oa:A5044225437,Outside Africa,5,92,50
oa:A5068418557,Africa,5,87,15
oa:A5093382941,Africa,5,58,20
oa:A5033154845,Africa,5,85,15
oa:A5070638281,Africa,5,66,42
oa:A5009811140,Outside Africa,5,200,10
oa:A5076505748,Africa,5,70,24
oa:A5075297265,Africa,5,166,12
oa:A5101430357,Outside Africa,5,208,14
oa:A5101121464,Africa,5,129,14
oa:A5084693852,Africa,5,58,20
oa:A5055323564,Outside Africa,5,142,13
oa:A5060883061,Africa,5,114,15
oa:A5112723176,Outside Africa,5,136,21
oa:A5075541609,Outside Africa,5,197,15
oa:A5015956113,Africa,5,99,18
oa:A5021402435,Outside Africa,5,125,17
oa:A5021730101,Outside Africa,5,85,38
oa:A5081635009,Africa,5,57,8
oa:A5048070403,Africa,5,127,31
oa:A5080603164,Africa,5,148,22
oa:A5065188539,Africa,5,129,15
oa:A5062425373,Africa,5,99,26
oa:A5060189213,Outside Africa,5,57,24
oa:A5071255089,Africa,5,108,11
oa:A5049905345,Africa,5,60,16
oa:A5069549010,Africa,5,140,24
oa:A5053672261,Africa,5,126,36
oa:A5023588113,Outside Africa,5,89,13
oa:A5070733754,Outside Africa,5,67,10
oa:A5088485717,Africa,5,97,23
oa:A5022519899,Africa,5,100,7
oa:A5013155878,Africa,5,86,11
oa:A5001731911,Outside Africa,5,67,31
oa:A5066172616,Africa,5,111,6
oa:A5086157035,Africa,5,62,25
oa:A5068367046,Africa,5,98,29
oa:A5057102116,Africa,5,81,26
oa:A5084316284,Africa,5,644,5
oa:A5114023045,Africa,5,123,14
oa:A5076395620,Outside Africa,5,69,12
oa:A5064057189,Africa,5,44,20
oa:A5058241671,Outside Africa,5,107,12
oa:A5052392550,Africa,5,47,16
oa:A5089427092,Outside Africa,5,168,17
oa:A5087538769,Africa,5,39,10
oa:A5113089368,Africa,5,52,14
oa:A5007326459,Africa,5,130,21
oa:A5090706117,Africa,5,57,17
oa:A5072798900,Africa,5,129,10
oa:A5104218786,Outside Africa,5,277,5
oa:A5051177488,Africa,5,98,19
oa:A5005189435,Africa,5,132,12
oa:A5051090717,Outside Africa,5,81,33
oa:A5075403831,Africa,5,109,41
oa:A5067649313,Outside Africa,5,61,14
oa:A5092007840,Africa,5,87,29
oa:A5015276087,Africa,5,67,10
oa:A5084627619,Outside Africa,5,78,16
oa:A5103215161,Africa,5,81,11
oa:A5093375077,Africa,5,53,13
oa:A5059545224,Africa,5,124,65
oa:A5104213285,Africa,5,116,15
oa:A5065718193,Africa,5,146,11
oa:A5069138334,Africa,5,70,16
oa:A5033871813,Outside Africa,5,72,11
oa:A5050366578,Africa,5,127,56
oa:A5114200182,Outside Africa,5,71,20
oa:A5113322539,Outside Africa,5,66,28
oa:A5008790984,Outside Africa,5,83,74
oa:A5040381321,Outside Africa,5,193,25
oa:A5039917369,Outside Africa,5,72,13
oa:A5112665013,Outside Africa,5,261,30
oa:A5028609187,Africa,5,96,11
oa:A5019682440,Africa,5,114,14
oa:A5043587236,Africa,5,77,21
oa:A5087718624,Outside Africa,5,78,20
oa:A5080554689,Africa,5,107,15
oa:A5062046071,Africa,5,140,12
oa:A5091052652,Africa,5,78,11
oa:A5043054994,Africa,5,69,26
oa:A5006795177,Outside Africa,5,119,14
oa:A5047590828,Outside Africa,5,77,20
oa:A5045092776,Outside Africa,5,112,17
oa:A5109525231,Outside Africa,5,165,11
oa:A5026182305,Outside Africa,5,145,11
oa:A5102677144,Africa,5,50,12
oa:A5111865395,Outside Africa,5,152,10
oa:A5042548150,Africa,5,103,26
oa:A5035946443,Africa,5,208,42
oa:A5026455310,Africa,5,111,12
oa:A5104184587,Outside Africa,5,114,13
oa:A5082025543,Outside Africa,5,62,10
oa:A5022626024,Africa,5,138,12
oa:A5089738559,Africa,5,58,25
oa:A5003709222,Africa,5,66,11
oa:A5107293829,Outside Africa,5,99,42
oa:A5081529793,Outside Africa,5,294,8
oa:A5022576664,Outside Africa,5,136,18
oa:A5069850487,Africa,5,90,23
oa:A5025793891,Outside Africa,5,230,7
oa:A5071266263,Africa,5,68,18
oa:A5046050779,Outside Africa,5,145,23
oa:A5028700863,Outside Africa,5,62,20
oa:A5030370670,Outside Africa,5,187,17
oa:A5057533676,Africa,5,106,21
oa:A5048478457,Outside Africa,5,153,16
oa:A5066329257,Africa,5,59,19
oa:A5093603822,Outside Africa,5,102,21
oa:A5110798308,Africa,5,235,18
oa:A5027520690,Outside Africa,5,54,26
oa:A5023059915,Africa,5,56,14
oa:A5068015451,Africa,5,48,16
oa:A5024731116,Outside Africa,5,130,18
oa:A5075171589,Outside Africa,5,105,12
oa:A5035467907,Africa,5,113,22
oa:A5010855753,Africa,5,78,8
oa:A5021003612,Africa,5,101,29
oa:A5103360077,Africa,5,50,13
oa:A5005425322,Africa,5,56,13
oa:A5112400552,Outside Africa,5,80,9
oa:A5058428050,Africa,5,60,15
oa:A5101812589,Outside Africa,5,150,13
oa:A5019805968,Africa,5,82,13
oa:A5044943969,Africa,5,146,17
oa:A5038423069,Outside Africa,5,84,19
oa:A5001653150,Outside Africa,5,121,12
oa:A5107825104,Africa,5,196,8
oa:A5052006139,Outside Africa,5,81,20
oa:A5112595247,Africa,5,61,11
oa:A5076978469,Africa,5,93,26
oa:A5017801826,Africa,5,59,18
oa:A5092134958,Outside Africa,5,95,11
oa:A5077425699,Africa,5,62,20
oa:A5061097540,Africa,5,77,23
oa:A5058537325,Outside Africa,5,148,9
oa:A5046723966,Outside Africa,5,107,18
oa:A5005072959,Africa,5,96,8
oa:A5065456974,Africa,5,1485,24
oa:A5065962271,Africa,5,107,35
oa:A5049366142,Outside Africa,5,42,6
oa:A5031644169,Africa,5,60,8
oa:A5049717859,Africa,5,175,27
oa:A5012253193,Outside Africa,5,54,12
oa:A5052834415,Outside Africa,5,98,18
oa:A5059620044,Outside Africa,5,72,14
oa:A5007259748,Africa,5,102,14
oa:A5101879046,Outside Africa,5,192,22
oa:A5027082737,Africa,5,132,17
oa:A5083157722,Africa,5,243,9
oa:A5116581809,Africa,5,63,14
oa:A5075789403,Africa,5,130,19
oa:A5029048544,Africa,5,51,28
oa:A5074224308,Africa,5,48,7
oa:A5051294050,Outside Africa,5,61,15
oa:A5069996341,Africa,5,96,13
oa:A5086806848,Africa,5,187,25
oa:A5091982694,Outside Africa,5,59,16
oa:A5051546140,Outside Africa,5,130,20
oa:A5003510108,Outside Africa,5,140,9
oa:A5063864542,Outside Africa,5,93,24
oa:A5020437693,Outside Africa,5,70,19
oa:A5092073100,Africa,4,136,10
oa:A5096227396,Africa,4,51,10
oa:A5011341249,Africa,4,44,19
oa:A5081305262,Africa,4,116,12
oa:A5086969903,Africa,4,53,9
oa:A5107541483,Outside Africa,4,69,18
oa:A5047619097,Africa,4,53,24
oa:A5103609071,Africa,4,134,10
oa:A5085205283,Africa,4,168,11
oa:A5040336662,Outside Africa,4,41,9
oa:A5017411329,Africa,4,63,13
oa:A5075989217,Outside Africa,4,261,6
oa:A5103174421,Outside Africa,4,34,11
oa:A5060493225,Africa,4,76,17
oa:A5051995265,Africa,4,1560,8
oa:A5013755879,Africa,4,97,10
oa:A5012991746,Africa,4,41,11
oa:A5110949836,Outside Africa,4,128,10
oa:A5084814721,Africa,4,43,5
oa:A5086385656,Africa,4,33,18
oa:A5038444692,Africa,4,48,24
oa:A5080429612,Africa,4,31,17
oa:A5056206646,Africa,4,58,7
oa:A5111270958,Africa,4,86,37
oa:A5084707295,Outside Africa,4,100,7
oa:A5037685853,Outside Africa,4,59,14
oa:A5026740478,Africa,4,53,10
oa:A5009098760,Africa,4,51,16
oa:A5055285480,Africa,4,26,11
oa:A5040106050,Outside Africa,4,69,13
oa:A5077780099,Outside Africa,4,100,5
oa:A5058772863,Africa,4,78,11
oa:A5059628101,Africa,4,66,11
oa:A5033640582,Africa,4,37,13
oa:A5041150641,Africa,4,35,7
oa:A5025397178,Africa,4,50,8
oa:A5096043265,Africa,4,64,16
oa:A5103090614,Outside Africa,4,62,9
oa:A5064017818,Africa,4,30,16
oa:A5027598439,Africa,4,219,18
oa:A5037862409,Africa,4,64,13
oa:A5076982682,Africa,4,114,24
oa:A5013116910,Africa,4,44,5
oa:A5038535846,Africa,4,69,33
oa:A5106835434,Africa,4,57,15
oa:A5027381508,Outside Africa,4,73,26
oa:A5080578318,Africa,4,55,6
oa:A5048237890,Outside Africa,4,84,18
oa:A5056995426,Africa,4,40,21
oa:A5036034958,Africa,4,37,38
oa:A5109723948,Africa,4,27,11
oa:A5048346754,Africa,4,61,15
oa:A5042212838,Africa,4,88,11
oa:A5078170102,Africa,4,106,14
oa:A5000257861,Outside Africa,4,69,27
oa:A5073812150,Outside Africa,4,72,10
oa:A5007309326,Outside Africa,4,61,40
oa:A5040602513,Africa,4,154,20
oa:A5075467988,Africa,4,53,31
oa:A5051582932,Outside Africa,4,137,5
oa:A5013971232,Africa,4,87,29
oa:A5047934049,Africa,4,84,24
oa:A5010254650,Outside Africa,4,35,11
oa:A5067669661,Outside Africa,4,114,12
oa:A5029033865,Africa,4,42,34
oa:A5108754793,Africa,4,47,24
oa:A5102837012,Outside Africa,4,72,13
oa:A5099292427,Outside Africa,4,74,5
oa:A5007411743,Outside Africa,4,46,7
oa:A5069673520,Outside Africa,4,36,11
oa:A5133755398,Africa,4,184,30
oa:A5025672777,Outside Africa,4,155,27
oa:A5001583400,Outside Africa,4,65,11
oa:A5020733667,Outside Africa,4,69,5
oa:A5108295190,Africa,4,62,13
oa:A5021383795,Outside Africa,4,42,6
oa:A5065936250,Africa,4,129,7
oa:A5049216758,Africa,4,38,9
oa:A5056240779,Outside Africa,4,66,4
oa:A5072550821,Africa,4,185,8
oa:A5039901360,Africa,4,82,15
oa:A5065260925,Africa,4,181,6
oa:A5059340752,Africa,4,91,23
oa:A5029912893,Africa,4,38,12
oa:A5060052469,Outside Africa,4,153,32
oa:A5055349951,Africa,4,40,8
oa:A5015053622,Africa,4,44,60
oa:A5018568113,Africa,4,139,4
oa:A5112226092,Africa,4,40,9
oa:A5041293065,Outside Africa,4,187,23
oa:A5020435132,Outside Africa,4,57,7
oa:A5114821833,Africa,4,43,18
oa:A5110684687,Africa,4,79,18
oa:A5072453889,Outside Africa,4,74,13
oa:A5102727365,Outside Africa,4,46,9
oa:A5075146643,Outside Africa,4,85,20
oa:A5080674575,Africa,4,42,14
oa:A5061159372,Outside Africa,4,146,15
oa:A5087294902,Outside Africa,4,88,9
oa:A5035942830,Outside Africa,4,45,17
oa:A5000749694,Outside Africa,4,77,35
oa:A5107671697,Africa,4,77,8
oa:A5032853903,Africa,4,60,15
oa:A5092393905,Africa,4,64,18
oa:A5052480902,Africa,4,28,5
oa:A5070585564,Africa,4,198,16
oa:A5056780342,Africa,4,111,18
oa:A5093610446,Outside Africa,4,53,36
oa:A5009129933,Africa,4,124,9
oa:A5102988997,Africa,4,75,15
oa:A5102122605,Africa,4,129,46
oa:A5035106835,Africa,4,48,9
oa:A5057330649,Outside Africa,4,86,27
oa:A5025767861,Africa,4,131,24
oa:A5068407370,Africa,4,35,11
oa:A5040844795,Africa,4,45,9
oa:A5089605178,Outside Africa,4,51,16
oa:A5005471791,Outside Africa,4,119,15
oa:A5050784277,Africa,4,167,10
oa:A5009874356,Outside Africa,4,59,18
oa:A5116132487,Africa,4,45,15
oa:A5058740982,Africa,4,69,20
oa:A5051031842,Africa,4,63,8
oa:A5038951146,Africa,4,87,12
oa:A5080802032,Africa,4,53,9
oa:A5092712428,Africa,4,35,17
oa:A5012531428,Africa,4,36,21
oa:A5026293048,Outside Africa,4,64,8
oa:A5008889496,Africa,4,42,7
oa:A5004602797,Outside Africa,4,44,11
oa:A5025729130,Outside Africa,4,77,8
oa:A5010448766,Africa,4,35,9
oa:A5046426007,Outside Africa,4,70,11
oa:A5082673831,Africa,4,225,18
oa:A5074443176,Outside Africa,4,389,8
oa:A5037862390,Africa,4,50,21
oa:A5076185539,Outside Africa,4,76,7
oa:A5063364727,Outside Africa,4,266,13
oa:A5060111854,Outside Africa,4,68,18
oa:A5110694181,Outside Africa,4,169,6
oa:A5077945899,Africa,4,114,11
oa:A5002121554,Africa,4,28,11
oa:A5073262237,Africa,4,78,11
oa:A5006467293,Outside Africa,4,63,18
oa:A5091990653,Africa,4,36,19
oa:A5089783578,Africa,4,62,4
oa:A5023031282,Africa,4,81,49
oa:A5092215401,Africa,4,58,12
oa:A5091993016,Africa,4,50,4
oa:A5085198226,Africa,4,47,17
oa:A5016001002,Outside Africa,4,128,9
oa:A5100614525,Outside Africa,4,325,18
oa:A5038096700,Africa,4,38,15
oa:A5076631877,Africa,4,70,17
oa:A5102022000,Outside Africa,4,72,17
oa:A5024889313,Africa,4,21,8
oa:A5081109165,Africa,4,51,13
oa:A5081412964,Africa,4,63,12
oa:A5001251247,Outside Africa,4,69,15
oa:A5024062938,Africa,4,41,11
oa:A5019406563,Africa,4,53,17
oa:A5076062519,Outside Africa,4,87,20
oa:A5048816986,Africa,4,73,35
oa:A5092951128,Africa,4,34,7
oa:A5027747710,Africa,4,52,24
oa:A5024614819,Africa,4,156,7
oa:A5028565038,Outside Africa,4,140,13
oa:A5009664265,Outside Africa,4,52,16
oa:A5039051666,Africa,4,47,10
oa:A5009183538,Outside Africa,4,46,12
oa:A5004691252,Africa,4,110,19
oa:A5080046961,Africa,4,58,41
oa:A5099471942,Africa,4,36,11
oa:A5104139423,Outside Africa,4,39,25
oa:A5089834218,Africa,4,96,9
oa:A5091863462,Outside Africa,4,85,23
oa:A5021009632,Outside Africa,4,88,20
oa:A5117172146,Africa,4,40,18
oa:A5064361058,Africa,4,138,12
oa:A5032329906,Outside Africa,4,95,41
oa:A5010084642,Outside Africa,4,114,13
oa:A5007176011,Africa,4,45,14
oa:A5020379034,Africa,4,30,19
oa:A5019962341,Outside Africa,4,29,9
oa:A5022411638,Outside Africa,4,742,11
oa:A5008126311,Africa,4,104,7
oa:A5098881099,Africa,4,78,13
oa:A5047741739,Africa,4,181,5
oa:A5101387061,Outside Africa,4,49,19
oa:A5119969392,Outside Africa,4,20,10
oa:A5094004568,Outside Africa,4,124,10
oa:A5119549448,Outside Africa,4,32,11
oa:A5070556300,Outside Africa,4,40,10
oa:A5012337800,Africa,4,70,10
oa:A5025655233,Africa,4,65,37
oa:A5037925018,Africa,4,103,11
oa:A5116744487,Outside Africa,4,44,16
oa:A5033782634,Africa,4,617,13
oa:A5023155943,Outside Africa,4,63,6
oa:A5085022717,Africa,4,49,22
oa:A5114194598,Outside Africa,4,82,7
oa:A5061771901,Outside Africa,4,104,14
oa:A5106677063,Africa,4,33,8
oa:A5060622789,Outside Africa,4,54,9
oa:A5002520567,Africa,4,68,11
oa:A5114326620,Africa,4,69,10
oa:A5057425309,Outside Africa,4,334,8
oa:A5075677780,Outside Africa,4,131,6
oa:A5054198241,Africa,4,131,9
oa:A5076089826,Outside Africa,4,170,8
oa:A5021153442,Africa,4,62,26
oa:A5101456891,Africa,4,92,11
oa:A5069921128,Outside Africa,4,81,7
oa:A5071593085,Africa,4,77,8
oa:A5051996662,Outside Africa,4,54,23
oa:A5086394417,Africa,4,47,27
oa:A5046989914,Africa,4,122,32
oa:A5033342612,Outside Africa,4,165,15
oa:A5082371059,Outside Africa,4,93,18
oa:A5056951837,Outside Africa,4,52,18
oa:A5090413137,Africa,4,42,11
oa:A5009667755,Outside Africa,4,70,6
oa:A5036811644,Outside Africa,4,39,13
oa:A5019454850,Africa,4,68,13
oa:A5101658456,Outside Africa,4,80,9
oa:A5019573436,Africa,4,117,23
oa:A5008160886,Africa,4,32,16
oa:A5046251989,Outside Africa,4,62,19
oa:A5113333687,Outside Africa,4,44,13
oa:A5110642063,Africa,4,59,13
oa:A5113396918,Africa,4,62,32
oa:A5060389069,Africa,4,100,10
oa:A5005262307,Africa,4,97,7
oa:A5073641723,Outside Africa,4,59,28
oa:A5112936461,Outside Africa,4,134,6
oa:A5068302218,Africa,4,127,18
oa:A5039338510,Africa,4,29,16
oa:A5088385953,Africa,4,77,130
oa:A5045251045,Africa,4,59,9
oa:A5038422163,Africa,4,56,20
oa:A5025065546,Outside Africa,4,61,7
oa:A5030960674,Outside Africa,4,61,27
oa:A5057698623,Africa,4,111,10
oa:A5025136920,Outside Africa,4,75,14
oa:A5006264216,Africa,4,46,16
oa:A5079243776,Africa,4,62,14
oa:A5013370579,Africa,4,72,11
oa:A5016708170,Africa,4,57,10
oa:A5092869179,Africa,4,68,9
oa:A5067829658,Africa,4,66,9
oa:A5019655643,Africa,4,44,29
oa:A5090283060,Africa,4,30,14
oa:A5010293075,Africa,4,114,8
oa:A5072405628,Africa,4,91,11
oa:A5089777203,Africa,4,142,11
oa:A5078844887,Africa,4,107,30
oa:A5112894469,Africa,4,47,26
oa:A5104633467,Africa,4,62,8
oa:A5072359367,Africa,4,55,10
oa:A5101700179,Outside Africa,4,63,10
oa:A5036426189,Outside Africa,4,53,4
oa:A5001274204,Outside Africa,4,58,14
oa:A5071810283,Africa,4,104,7
oa:A5076593619,Africa,4,84,12
oa:A5015060962,Africa,4,33,11
oa:A5077572683,Outside Africa,4,55,8
oa:A5117428745,Outside Africa,4,93,13
oa:A5104198225,Outside Africa,3,19,6
oa:A5020764319,Outside Africa,3,40,9
oa:A5076064084,Outside Africa,3,26,10
oa:A5104334920,Africa,3,37,19
oa:A5016850055,Outside Africa,3,21,8
oa:A5025454776,Africa,3,21,18
oa:A5079868857,Africa,3,40,6
oa:A5111178979,Africa,3,27,10
oa:A5089013868,Africa,3,88,39
oa:A5107743693,Outside Africa,3,18,8
oa:A5058593061,Africa,3,28,5
oa:A5050915054,Outside Africa,3,132,3
oa:A5009383735,Africa,3,27,13
oa:A5052218813,Africa,3,34,8
oa:A5066258992,Africa,3,77,9
oa:A5113703598,Africa,3,42,13
oa:A5039350353,Africa,3,31,12
oa:A5053449314,Africa,3,32,8
oa:A5077594090,Outside Africa,3,49,4
oa:A5049604325,Africa,3,26,6
oa:A5017434659,Africa,3,28,11
oa:A5029243363,Africa,3,52,9
oa:A5009626239,Africa,3,34,15
oa:A5112883009,Africa,3,30,8
oa:A5016369604,Africa,3,127,5
oa:A5058180024,Africa,3,20,10
oa:A5103979719,Africa,3,39,10
oa:A5020886634,Africa,3,35,20
oa:A5101599707,Outside Africa,3,47,9
oa:A5109550997,Outside Africa,3,23,6
oa:A5114777347,Africa,3,24,5
oa:A5078363032,Outside Africa,3,65,76
oa:A5069553992,Africa,3,31,12
oa:A5058584850,Africa,3,34,14
oa:A5011375257,Outside Africa,3,61,9
oa:A5103775486,Africa,3,13,7
oa:A5062748927,Africa,3,23,17
oa:A5023173152,Africa,3,12,4
oa:A5026399235,Africa,3,29,13
oa:A5073268643,Africa,3,49,6
oa:A5115028196,Outside Africa,3,16,8
oa:A5065215485,Africa,3,75,4
oa:A5070593534,Africa,3,69,7
oa:A5092090426,Outside Africa,3,68,9
oa:A5117451553,Africa,3,16,5
oa:A5017558906,Africa,3,39,8
oa:A5110791392,Africa,3,17,6
oa:A5091788417,Africa,3,24,9
oa:A5070061025,Africa,3,11,3
oa:A5009574746,Africa,3,26,6
oa:A5092322946,Africa,3,22,5
oa:A5007694022,Africa,3,46,9
oa:A5087119478,Africa,3,43,11
oa:A5063369101,Africa,3,41,25
oa:A5056782522,Africa,3,68,8
oa:A5045061803,Outside Africa,3,23,35
oa:A5038850403,Africa,3,90,10
oa:A5064166260,Africa,3,28,24
oa:A5107472594,Outside Africa,3,37,34
oa:A5022803021,Africa,3,25,8
oa:A5052370719,Africa,3,18,5
oa:A5032030414,Africa,3,28,11
oa:A5104069803,Outside Africa,3,23,8
oa:A5104226813,Outside Africa,3,39,7
oa:A5083359469,Africa,3,81,8
oa:A5008042250,Outside Africa,3,45,7
oa:A5057108325,Africa,3,48,5
oa:A5054094678,Outside Africa,3,57,18
oa:A5095381303,Outside Africa,3,25,4
oa:A5109034702,Africa,3,30,10
oa:A5101114300,Africa,3,19,9
oa:A5040192358,Africa,3,25,6
oa:A5039995662,Africa,3,186,3
oa:A5114655293,Outside Africa,3,33,9
oa:A5047333026,Africa,3,25,27
oa:A5063675463,Africa,3,20,14
oa:A5063086606,Africa,3,82,5
oa:A5081190400,Africa,3,34,10
oa:A5037749526,Outside Africa,3,102,4
oa:A5068729474,Outside Africa,3,30,13
oa:A5053310792,Outside Africa,3,21,4
oa:A5060598333,Africa,3,40,10
oa:A5057430689,Outside Africa,3,41,21
oa:A5061322080,Outside Africa,3,45,8
oa:A5037438948,Outside Africa,3,273,8
oa:A5095779582,Africa,3,14,3
oa:A5102941408,Africa,3,157,7
oa:A5033308625,Africa,3,33,5
oa:A5101594776,Outside Africa,3,29,13
oa:A5062297906,Africa,3,80,6
oa:A5106641489,Africa,3,128,5
oa:A5089087986,Africa,3,29,9
oa:A5009595790,Africa,3,34,8
oa:A5036641861,Outside Africa,3,33,7
oa:A5042656318,Africa,3,14,7
oa:A5021555783,Outside Africa,3,47,14
oa:A5062758182,Outside Africa,3,25,14
oa:A5107547753,Outside Africa,3,28,13
oa:A5081536347,Africa,3,25,14
oa:A5092525254,Outside Africa,3,37,7
oa:A5092138959,Africa,3,27,9
oa:A5093890428,Africa,3,31,11
oa:A5074111007,Outside Africa,3,44,13
oa:A5002099686,Africa,3,29,6
oa:A5093070536,Africa,3,19,9
oa:A5022604506,Africa,3,33,13
oa:A5022497486,Africa,3,59,10
oa:A5054210860,Africa,3,45,19
oa:A5055731704,Africa,3,16,7
oa:A5093061683,Africa,3,22,6
oa:A5026087252,Africa,3,52,4
oa:A5111775727,Africa,3,51,13
oa:A5070523520,Africa,3,22,18
oa:A5021768886,Outside Africa,3,127,8
oa:A5086698769,Africa,3,22,9
oa:A5018155229,Africa,3,39,5
oa:A5086538175,Africa,3,28,9
oa:A5111505444,Outside Africa,3,48,7
oa:A5019627450,Outside Africa,3,82,12
oa:A5069779743,Africa,3,31,16
oa:A5083573008,Africa,3,42,6
oa:A5057088380,Africa,3,16,6
oa:A5067896442,Africa,3,25,14
oa:A5092377886,Africa,3,26,13
oa:A5113873491,Outside Africa,3,20,16
oa:A5021646696,Outside Africa,3,39,6
oa:A5091315855,Africa,3,80,10
oa:A5084257835,Africa,3,26,14
oa:A5106537837,Africa,3,26,3
oa:A5109761094,Outside Africa,3,48,3
oa:A5054466206,Africa,3,30,10
oa:A5036687331,Outside Africa,3,18,5
oa:A5022248485,Africa,3,29,18
oa:A5055371189,Outside Africa,3,217,18
oa:A5093489151,Africa,3,12,6
oa:A5047771837,Africa,3,20,15
oa:A5103105706,Africa,3,42,16
oa:A5113230634,Africa,3,36,10
oa:A5078277975,Africa,3,40,22
oa:A5080132015,Africa,3,20,13
